,lat,lon,years,storminess,sst,chla,velocity,salinity
164,73,10,2002,1.25463921588022,7.95281567622012,0.145749409325451,0.061889108779579,35.0520648292281
165,74,10,2002,0.929069482167719,7.3903121037312,0.152792949804297,0.030858653952353,35.0338484654253
166,75,10,2002,2.05664589586535,6.59753234993597,0.13859967989358,0.029475532840034,35.0017005245464
167,76,10,2002,6.62500239076051,6.15559191449918,0.147135062486698,0.027769771509328,34.9664697179264
168,77,10,2002,5.89489295432601,5.66366740817744,0.219916599919096,0.027306386809773,34.9551861766591
169,78,10,2002,0.666666666666667,4.55833307898136,0.434154072007379,NA,34.7701675670726
170,79,10,2002,1,3.41909986112382,0.322207131419244,0.023072874283228,34.1569853951103
171,80,10,2002,3.60940972234913,-0.11851020968777,0.2190559234715,0.082496581588201,33.8860746661086
172,81,10,2002,NA,-1.83405823642525,NA,0.067970020725549,33.3785253181943
173,82,10,2002,NA,-1.81763879986571,NA,0.063442947636624,33.0536351982419
174,83,10,2002,NA,-1.7981659951775,NA,0.076952875673819,32.708972392638
175,84,10,2002,NA,-1.79006636890532,NA,0.020272909369213,32.5666147788664
176,85,10,2002,NA,NA,NA,NA,NA
177,70,11,2002,8.18866501075879,9.96199545654723,0.46410277666054,0.080329253732104,34.8309204416132
178,71,11,2002,7.12746177807668,8.78412331419152,0.321702571899418,0.04452512969105,35.0227445158083
179,72,11,2002,4.13371547661588,8.25354210542379,0.170008169946656,0.02695124908013,35.0336324512407
180,73,11,2002,1.1861072753477,8.18720258162616,0.191135908833115,0.032173177311091,35.0306332253956
181,74,11,2002,1.05704119262814,7.69932545859658,0.120772400342815,0.06093185297499,35.0335987380443
182,75,11,2002,4.39972410568245,6.93909360588235,0.216381304665516,0.066847557776839,35.000784857483
183,76,11,2002,8.5103259920662,6.37351023378425,0.160521359733065,0.034036411301222,34.9856625815064
184,77,11,2002,5.44287548050213,5.49481282640719,0.480954804929533,0.020971630128546,34.9871083716066
185,78,11,2002,NA,4.57963251228519,0.412060936528304,NA,34.8512041021884
186,79,11,2002,NA,3.07761804474559,0.505590868802126,NA,34.0987546927937
187,80,11,2002,3.83333386218554,0.166133799306116,0.094120552078701,0.074996049573269,33.941832249794
188,81,11,2002,NA,-1.83321828798435,NA,0.07286222067063,33.4357589119058
189,82,11,2002,NA,-1.81917559442055,NA,0.062716042541802,33.0802811097885
190,83,11,2002,NA,-1.7979031224247,NA,0.075441245940174,32.7064142477795
191,84,11,2002,NA,-1.79088644202303,NA,0.01409528505162,32.5796916491164
192,85,11,2002,NA,NA,NA,NA,NA
193,70,12,2002,8.99689689655307,9.83742226039255,0.370920590526773,0.053700175426514,34.7762299145272
194,71,12,2002,7.87335801872963,9.42470399301275,0.195799671886215,0.080131539418213,34.9609784959112
195,72,12,2002,4.7071092419441,8.72928890234997,0.148831250829645,0.037110789171661,34.9961348284533
196,73,12,2002,2.81667814745275,8.43470099489216,0.144196186506681,0.030204759354416,35.0033640811679
197,74,12,2002,2.43105418279753,7.8789932705106,0.100694805145464,0.047785677446454,35.005842353981
198,75,12,2002,5.46169980746417,7.25346245692367,0.188443756169368,0.039569777271583,34.9941462712729
199,76,12,2002,8.38991251627575,6.50088112874439,0.209158580389577,0.027671209363695,34.9785059205105
200,77,12,2002,4.85065786487432,4.84488684729046,0.649910781742705,0.03139197585184,35.0085080731313
201,78,12,2002,NA,4.49195433873576,0.538196011115664,NA,34.9507828953393
202,79,12,2002,NA,2.43944388487012,0.433045565613818,NA,34.0078747367457
203,80,12,2002,2.7764367084519,0.41988014935546,0.246115142766767,0.062807910217619,33.9755974727589
204,81,12,2002,NA,-1.83475677940472,NA,0.084444424034496,33.4797637578976
205,82,12,2002,NA,-1.82219526091426,NA,0.060513458604782,33.1312379818698
206,83,12,2002,NA,-1.79798400634864,NA,0.079404998097338,32.7066202728688
207,84,12,2002,NA,-1.7907853371181,NA,0.014303774266169,32.5839470482818
208,85,12,2002,NA,NA,NA,NA,NA
209,70,13,2002,8.87034473879592,10.0559363567788,0.369220278365212,0.032788015963124,34.7828969743744
210,71,13,2002,9.25903207518534,9.78227315522434,0.173458177471747,0.059557639298717,34.8713839955485
211,72,13,2002,5.52701800820651,9.18130560036062,0.10172240660509,0.039795060863954,34.9558014552063
212,73,13,2002,3.43982318212117,8.6585736295848,0.137946249446585,0.041359197616468,34.9655032386746
213,74,13,2002,2.55208479097875,8.01538902042518,0.111782154249307,0.043735666378857,34.9690308318181
214,75,13,2002,6.29069093518637,7.03866556786618,0.104895643040333,0.013135589419196,34.9208062448494
215,76,13,2002,6.1559731400874,6.24665018465952,0.407619405254349,0.023699157450421,34.9431563525607
216,77,13,2002,0.504870121502549,4.38857312909597,0.694734504774181,NA,34.9753587452745
217,78,13,2002,NA,4.35693210837427,0.667798138569439,NA,34.6682996062632
218,79,13,2002,NA,2.05281872844366,1.18369592534441,NA,33.9735372218661
219,80,13,2002,2.73678461271524,0.444104884575067,0.320711551388274,0.056064346251349,34.0087331746177
220,81,13,2002,NA,-1.83063905236785,0.150877238022505,0.084137293769859,33.5150377504558
221,82,13,2002,NA,-1.8241095137808,NA,0.062384573829039,33.1657128468089
222,83,13,2002,NA,-1.79927814913166,NA,0.087301789113716,32.732236058969
223,84,13,2002,NA,-1.79267262867667,NA,0.019191762167958,32.6158318835272
224,85,13,2002,NA,NA,NA,NA,NA
225,70,14,2002,8.9371116630804,10.2316277944197,0.356438346734364,0.059402886160671,34.6870217274713
226,71,14,2002,9.00985187199165,9.84047271029537,0.199029504929619,0.029988663239819,34.8419202555729
227,72,14,2002,6.0916951069976,9.44577788460559,0.137373797126187,0.028395276037068,34.9153294112261
228,73,14,2002,4.1833266122322,8.7138208663272,0.154068470158268,0.031478769123976,34.9316434631325
229,74,14,2002,3.67311419979789,8.03708937188013,0.127824485305305,0.035034382179381,34.9333019786733
230,75,14,2002,6.28855686488412,7.07909982660463,0.10235000552176,0.019217721156147,34.8624537261109
231,76,14,2002,5.7010654182507,5.54857935058321,0.438677079311562,0.042740473221141,34.8916862249939
232,77,14,2002,NA,3.80799987791105,0.952404638955047,NA,34.9008218111895
233,78,14,2002,NA,4.1145499496383,0.770997170623984,NA,33.1518404907976
234,79,14,2002,NA,1.66295821505966,0.60369461547668,NA,33.8966211885359
235,80,14,2002,2.6955329222973,0.424971984948166,0.327855839475788,0.053018506543681,34.0134177927191
236,81,14,2002,1,-1.81691706639057,0.003010809199799,0.07753445520286,33.566558430124
237,82,14,2002,NA,-1.82608014029131,NA,0.064499308367584,33.1978215448136
238,83,14,2002,NA,-1.79968256875135,NA,0.092171056206864,32.7333520282026
239,84,14,2002,NA,-1.79312198380966,NA,0.031941978210199,32.6226230809145
240,85,14,2002,NA,NA,NA,NA,NA
241,70,15,2002,9.24534474617796,10.2266485115888,0.426605031070742,0.02392609430021,34.6552513506089
242,71,15,2002,8.39059523276659,10.0324222446052,0.288625773235896,0.028636458925426,34.8102368055898
243,72,15,2002,6.13894358262005,9.55114672038579,0.163858934324854,0.015572328388972,34.8509294020694
244,73,15,2002,5.19167457768904,8.48544979600972,0.264400595190759,0.01761779975175,34.9017374782529
245,74,15,2002,5.04811537083744,7.74620136906099,0.196993326264324,0.02211963613959,34.8863220151335
246,75,15,2002,6.29281548611874,6.87084298053989,0.180396662334846,0.018220882447036,34.8136944549819
247,76,15,2002,5.34131005620503,4.79754331913151,0.365486293584863,NA,34.8318942997032
248,77,15,2002,NA,NA,1.54310153017388,NA,NA
249,78,15,2002,NA,NA,0.489369145462764,NA,NA
250,79,15,2002,NA,1.51777157158989,0.84482719264511,NA,33.6500778317004
251,80,15,2002,2.10719197989335,0.318802205740203,0.476649588671055,0.046803323900553,33.9512750663859
252,81,15,2002,1,-1.77894687188709,0.003494244647912,0.061960307045543,33.6362803939033
253,82,15,2002,NA,-1.82880078136924,NA,0.062840977539772,33.2525867594543
254,83,15,2002,NA,-1.80396941672009,NA,0.086568686376315,32.8083279919421
255,84,15,2002,NA,-1.79260522540672,NA,0.037154739703135,32.6146300705064
256,85,15,2002,NA,NA,NA,NA,NA
257,70,16,2002,9.80125375736412,10.2497350354216,0.483397454301367,0.029789472485041,34.6452263750004
258,71,16,2002,8.64059286855468,10.2146537252388,0.312006097598328,0.031445698845784,34.7341543814669
259,72,16,2002,5.75523166747131,9.48811837201178,0.262553230094597,0.015102679826676,34.8065398976488
260,73,16,2002,4.8101791977213,8.00002982854827,0.330569167047415,0.03481631068619,34.8684040755509
261,74,16,2002,5.36805770779956,6.87367642980084,0.269389023403074,0.055241082725918,34.7884112380217
262,75,16,2002,5.49467731335277,6.02464509869123,0.187685117028218,0.032373326238872,34.6748538547174
263,76,16,2002,2.5,4.74584897597899,0.623666938272759,NA,34.7651886274151
264,77,16,2002,NA,NA,0.968126737834704,NA,NA
265,78,16,2002,NA,NA,0.255702209135124,NA,NA
266,79,16,2002,NA,NA,0.42883115090581,NA,NA
267,80,16,2002,1.64656983765802,0.625001780463722,0.394299860413095,0.042245372241979,33.8965296218295
268,81,16,2002,2,-1.73012239416416,NA,0.057291444634733,33.6729278870566
269,82,16,2002,NA,-1.82765492578011,NA,0.065717646063287,33.2340788389342
270,83,16,2002,NA,-1.80301903061382,NA,0.08338420572097,32.7925842413698
271,84,16,2002,NA,-1.7925041205018,NA,0.051483404065639,32.611883069316
272,85,16,2002,NA,NA,NA,NA,NA
273,70,17,2002,9.99302306887312,10.560890842312,0.407724733665685,0.065725866971339,34.5108277630254
274,71,17,2002,8.07932732735672,10.1763956292159,0.274704768420395,0.018169465453294,34.6739734718171
275,72,17,2002,5.45537209290847,9.28028263590025,0.246999530796113,0.034231364198616,34.7947806977383
276,73,17,2002,4.24814978551865,7.53132280824913,0.371006611101293,0.035119836438666,34.8284841131765
277,74,17,2002,4.37400824936613,5.58619250373896,0.196157829619127,0.048551278858298,34.600952293746
278,75,17,2002,4.24786948933231,5.10436696883679,0.162644369818429,0.034208323245954,34.49000778317
279,76,17,2002,1.60572952960666,4.11098154122925,0.440395724181373,NA,34.6061554371772
280,77,17,2002,NA,2.20488050544821,0.869498721305635,NA,34.1194716601044
281,78,17,2002,NA,NA,NA,NA,NA
282,79,17,2002,NA,1.31353966364495,0.75199664302461,NA,33.7297408662211
283,80,17,2002,2.64563899610241,0.86941951795215,0.276849445073723,0.037495132198036,33.9179104477612
284,81,17,2002,1.52157470822894,-1.5647821729797,NA,0.050832178536816,33.7047889387419
285,82,17,2002,NA,-1.82799194212986,NA,0.064175837142978,33.2442942496108
286,83,17,2002,NA,-1.80736654152551,NA,0.071902225474337,32.8699981686659
287,84,17,2002,NA,-1.79189749107226,NA,0.05749610400896,32.6020110337881
288,85,17,2002,NA,NA,NA,NA,NA
289,70,18,2002,8.36182975565046,10.7042687336855,0.394063056792345,NA,34.4368249443633
290,71,18,2002,8.51723841177347,10.0049217104661,0.357982259824807,0.025289297767821,34.6354786649574
291,72,18,2002,5.57601316882758,9.00913950187711,0.34748239575713,0.047758154717781,34.8019297683362
292,73,18,2002,3.06667814745275,7.2661298275024,0.467885556012886,0.034720085126192,34.7841667077543
293,74,18,2002,2.42919092207734,4.63087071975411,0.125233999587965,0.036984051115197,34.4612195092821
294,75,18,2002,4.31409429297879,4.4895278210176,0.15156177126264,0.031068946532025,34.3471293837561
295,76,18,2002,2.94777979766005,4.15163522876414,0.356686287740835,0.022017995575856,34.5732075817233
296,77,18,2002,0,2.18260066094512,0.300644160637324,NA,33.9786566331755
297,78,18,2002,NA,NA,0.836416008742335,NA,NA
298,79,18,2002,NA,0.970052599985744,1.01521317496696,NA,33.5678967127552
299,80,18,2002,2.35292821440561,0.794669291578904,0.248884061470416,NA,33.9597163721271
300,81,18,2002,1.26438313881929,-1.5244750175503,0.346734498249728,0.054891968677552,33.6885358483655
301,82,18,2002,NA,-1.82698089308062,NA,0.058498905154205,33.2236058968959
302,83,18,2002,NA,-1.8117342734182,NA,0.058622401582481,32.9429310502701
303,84,18,2002,NA,-1.79129086164272,NA,0.065028719846501,32.5912805603882
304,85,18,2002,NA,NA,NA,NA,NA
305,70,19,2002,7.04898380964891,10.6928394835638,0.363496432169804,NA,34.436930160765
306,71,19,2002,7.88731724327787,9.80491374077125,0.382623241981594,0.048056588920132,34.634012961776
307,72,19,2002,6.20188591221799,8.78634068919207,0.682650047030741,0.043546139475587,34.804560021976
308,73,19,2002,3.32038809578532,7.13148354712771,0.391948050596049,0.03975394946024,34.7627381774896
309,74,19,2002,3.30418833900469,4.33374538351188,0.110193509856566,0.024620915557407,34.3828403992308
310,75,19,2002,4.99892999511035,4.11435736886702,0.153340745838421,0.029397167294221,34.2375436576975
311,76,19,2002,3.70298179944072,3.88403076641332,0.254290089482363,0.019382781968453,34.4359163865162
312,77,19,2002,0.75,1.8626463496304,0.290627960201805,0.017592746466398,33.9156078144104
313,78,19,2002,NA,0.987577450172439,0.274449842963115,NA,33.5399688673198
314,79,19,2002,NA,0.319071818819998,0.783456248762142,NA,33.495902389891
315,80,19,2002,2.98356691245276,0.996575786710607,0.274061157169736,NA,33.9240912004395
